id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
411,"Alien My City","Built around Party systems, Alien My City pushes Miniatures choices across 13 linked sessions and rewards tables that enjoy mythic restoration. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Economy rails are intentionally unstable: once players trigger threshold events, 9 new scoring hooks reshape optimal lines. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Few designs blend Party and Miniatures this smoothly while remaining approachable across varied player counts.",,"Miniatures|Dice|Solo|Engine Building",Party,72.46,3,5,49,"Clockwork Labs","Soraya Kline",2002,/images/fixtures/game_0411.png,2025-05-15T09:07:55+00:00,2026-03-26T10:29:41+00:00,"0.8715,0.3884,-0.8877,-0.5425,-0.502,-0.021,0.5271,-0.0671"
412,"Azul without Citadel","Azul without Citadel blends Deck Building structure with Cards chaos, delivering 176-minute arcs where every decision compounds into later chapters. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Campaign logs track table history, so failed gambits still unlock content; expect up to 4 relic-style upgrades that alter scoring priorities. Few designs blend Deck Building and Cards this smoothly while remaining approachable across varied player counts.",,Cards|Solo,"Deck Building",69.97,2,9,123,"Nimbus Games","Nico Valdez",2007,/images/fixtures/game_0412.png,2025-11-16T17:16:14+00:00,2026-03-26T10:29:41+00:00,"-0.2991,0.6568,0.3117,0.7923,-0.241,0.9507,-0.1994,0.2828"
413,"Silos: Odyssey","Silos: Odyssey opens like a classic Deck Building game, then quickly reveals Cards layers that reward long-form table memory. Map states remain highly legible despite scale; by late game, up to 14 tiles and layered markers support deep positional planning. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Dice|Engine Building|Cards|Legacy","Deck Building",63.75,2,10,144,"Indigo Forge","Akira Flynn",2016,/images/fixtures/game_0413.png,2025-07-30T04:53:50+00:00,2026-03-26T10:29:41+00:00,"-0.4597,0.6618,-0.1383,0.9947,0.317,0.0894,0.3336,0.6026"
414,"Clever Odyssey","Clever Odyssey blends Family structure with Cards chaos, delivering 103-minute arcs where every decision compounds into later chapters. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Cards|Tile Laying",Family,65.15,2,7,126,"Silver Oak Studio","Marcus Thorne",2012,/images/fixtures/game_0414.png,2025-10-07T23:15:54+00:00,2026-03-26T10:29:41+00:00,"0.9782,-0.2755,0.5319,0.2988,-0.6161,-0.4305,0.5148,-0.0798"
415,"Scout Wily","Built around Party systems, Scout Wily pushes Dice choices across 13 linked sessions and rewards tables that enjoy frontier diplomacy. Map states remain highly legible despite scale; by late game, up to 25 tiles and layered markers support deep positional planning. Veteran groups report that Scout Wily shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Engine Building|Campaign|Dice",Party,54.70,2,8,57,"Indigo Forge","Elliot Mercer",2007,/images/fixtures/game_0415.png,2025-09-13T18:51:38+00:00,2026-03-26T10:29:41+00:00,"0.1204,0.6735,-0.27,-0.156,0.2785,-0.2282,-0.3215,-0.1314"
416,"Scout: Legacy","Built around Abstract systems, Scout: Legacy pushes Tile Laying choices across 11 linked sessions and rewards tables that enjoy political intrigue. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Your group manages swingy economies while chasing milestone bonuses; by chapter 4 the board can contain over 22 modular tiles. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. Veteran groups report that Scout: Legacy shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Dice|Tile Laying|Miniatures",Abstract,41.03,4,10,171,"Indigo Forge","Lena Ortiz",1998,/images/fixtures/game_0416.png,2025-08-31T23:34:25+00:00,2026-03-26T10:29:41+00:00,"0.8235,-0.0564,0.3054,0.0807,-0.5547,0.8806,0.1986,0.0785"
417,"Trio Cosmic","Trio Cosmic frames expedition survival as a living sandbox: each scenario escalates pressure while 2–4 players teams improvise around shifting incentives. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 5 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Few designs blend Deck Building and Miniatures this smoothly while remaining approachable across varied player counts.",,Miniatures|Legacy,"Deck Building",67.17,3,9,72,"Indigo Forge","Marcus Thorne",1997,/images/fixtures/game_0417.png,2025-08-04T00:46:25+00:00,2026-03-26T10:29:41+00:00,"0.1727,-0.8354,0.8461,-0.5268,-0.1449,0.3545,0.128,-0.4263"
418,"Heat Festival","Designed for brain-burner tables, Heat Festival channels mythic restoration into a ruleset that stays readable while outcomes stay unpredictable. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. Few designs blend Co-op and Campaign this smoothly while remaining approachable across varied player counts.",,Solo|Campaign|Dice,Co-op,25.35,2,10,180,"Nimbus Games","Lena Ortiz",2018,/images/fixtures/game_0418.png,2025-08-22T12:12:18+00:00,2026-03-26T10:29:41+00:00,"0.6771,0.1852,-0.2128,-0.9683,-0.6327,0.5554,-0.0353,0.9626"
419,"Strategic Conclave","At its core, Strategic Conclave is a Eurogame design where Engine Building, Solo and Campaign mechanisms collide with initiative bidding pacing for 1–3 players groups. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Economy rails are intentionally unstable: once players trigger threshold events, 5 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Engine Building|Solo|Campaign",Eurogame,60.95,1,5,154,"Nimbus Games","Elliot Mercer",2018,/images/fixtures/game_0419.png,2025-06-21T21:27:03+00:00,2026-03-26T10:29:41+00:00,"-0.948,0.8318,-0.1782,0.9389,-0.2468,-0.0039,0.6295,0.4501"
420,"Gang of Dice: Gang of Dice","Gang of Dice: Gang of Dice frames arcane rivalry as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Few designs blend Party and Solo this smoothly while remaining approachable across varied player counts.",,Cards|Solo,Party,29.29,3,10,72,"Clockwork Labs","Nico Valdez",2020,/images/fixtures/game_0420.png,2025-06-15T06:52:43+00:00,2026-03-26T10:29:41+00:00,"0.2345,0.7557,0.0957,0.7217,0.5806,-0.7231,-0.5281,-0.4812"
421,"Heat: Ego","Heat: Ego blends Party structure with Miniatures chaos, delivering 31-minute arcs where every decision compounds into later chapters. Because scoring vectors drift over time, tables that over-specialize early often get punished once Miniatures effects begin stacking. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. If your table likes post-game debriefs, Heat: Ego will spark them—nearly every finale feels earned, messy, and memorable.",,"Dice|Engine Building|Miniatures",Party,54.87,1,5,159,"Indigo Forge","Akira Flynn",2014,/images/fixtures/game_0421.png,2026-03-12T13:33:50+00:00,2026-03-26T10:29:41+00:00,"0.1818,-0.8234,-0.8398,-0.7491,-0.5695,-0.3081,0.419,0.8808"
422,"Metal Orbit","Metal Orbit opens like a classic Strategy game, then quickly reveals Campaign layers that reward long-form table memory. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Few designs blend Strategy and Campaign this smoothly while remaining approachable across varied player counts.",,Legacy|Dice|Campaign|Miniatures,Strategy,78.73,3,9,119,"Nimbus Games","Nico Valdez",2009,/images/fixtures/game_0422.png,2025-08-27T06:39:30+00:00,2026-03-26T10:29:41+00:00,"0.0077,-0.8004,-0.4637,0.7293,-0.6345,-0.1597,-0.7514,0.8285"
423,"Observatory of Ichor","Designed for newcomer-friendly tables, Observatory of Ichor channels mythic restoration into a ruleset that stays readable while outcomes stay unpredictable. Map states remain highly legible despite scale; by late game, up to 30 tiles and layered markers support deep positional planning. Few designs blend Party and Dice this smoothly while remaining approachable across varied player counts.",,"Campaign|Engine Building|Miniatures|Dice",Party,63.77,4,5,102,"Silver Oak Studio","Nico Valdez",1993,/images/fixtures/game_0423.png,2025-12-02T07:05:30+00:00,2026-03-26T10:29:41+00:00,"-0.6925,0.3499,0.1472,-0.7037,0.9939,0.6556,0.6453,0.1761"
424,"Citadel under Dominion","Built around Abstract systems, Citadel under Dominion pushes Tile Laying choices across 4 linked sessions and rewards tables that enjoy guild conspiracies. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Action windows stay short, but consequence chains run long, especially in sessions around 43 minutes where adaptation beats scripted play. Veteran groups report that Citadel under Dominion shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Campaign|Cards",Abstract,36.97,3,7,45,"Clockwork Labs","Nico Valdez",1990,/images/fixtures/game_0424.png,2026-01-12T13:27:15+00:00,2026-03-26T10:29:41+00:00,"0.7657,-0.2202,-0.1736,0.9319,-0.7957,-0.7541,-0.3315,-0.0219"
425,"Island for Vault","Island for Vault blends Strategy structure with Cards chaos, delivering 167-minute arcs where every decision compounds into later chapters. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 6 relic-style upgrades that alter scoring priorities. A standout mechanic tied to Cards means even safe plans can collapse if opponents read your tempo one round ahead. Veteran groups report that Island for Vault shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Engine Building|Cards|Solo|Legacy",Strategy,35.24,1,10,75,"Clockwork Labs","Akira Flynn",2011,/images/fixtures/game_0425.png,2026-01-28T05:40:01+00:00,2026-03-26T10:29:41+00:00,"0.5177,0.6256,-0.5372,-0.9786,-0.537,-0.9179,-0.7448,-0.0378"
426,"Forgotten Gang of Dice","Built around Deck Building systems, Forgotten Gang of Dice pushes Engine Building choices across 9 linked sessions and rewards tables that enjoy guild conspiracies. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Your group manages tight economies while chasing milestone bonuses; by chapter 6 the board can contain over 19 modular tiles. Only adaptable crews master Forgotten Gang of Dice, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,"Dice|Engine Building","Deck Building",88.13,3,7,38,"Indigo Forge","Akira Flynn",2000,/images/fixtures/game_0426.png,2025-07-08T02:55:36+00:00,2026-03-26T10:29:41+00:00,"0.3691,-0.3346,0.8163,-0.2416,-0.4925,0.987,0.4855,0.4091"
